Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
NC,"North Nash Farm, LLC",60651,Duke Energy Progress East,CPLE,59574368,36.070336,-78.038319,SUN,SOLAR,9478,0,0.01,0.00,0.0002,72,Upper Tar,03020101,3020101
NC,Northern Cardinal Solar,60992,"PJM Interconnection, LLC",PJM,814823215,36.433289,-77.719745,SUN,SOLAR,1326,0,0.01,0.00,0.0000,10,Lower Roanoke,03010107,3010107
NC,Oakboro Farm,58851,Duke Energy Carolinas,DUK,122195328,34.795833,-79.538333,SUN,SOLAR,8372,0,0.01,0.00,0.0001,64,Little Pee Dee,03040204,3040204
NC,Ocracoke,6377,"PJM Interconnection, LLC",PJM,814823215,35.109444,-75.979722,DFO,OIL,122,111,2.06,0.91,0.0000,252,Pamlico Sound,03020105,3020105
NC,Old Caroleen Solar Farm,61534,Duke Energy Carolinas,DUK,122195328,35.297715,-81.812045,SUN,SOLAR,1062,0,0.01,0.00,0.0000,8,Upper Broad,03050105,3050105
NC,Old Catawba PV 1,59519,Duke Energy Carolinas,DUK,122195328,35.711667,-81.134167,SUN,SOLAR,5639,0,0.01,0.00,0.0000,43,Upper Catawba,03050101,3050101
NC,Old Pageland Monroe Road Solar Farm,60600,Duke Energy Carolinas,DUK,122195328,34.95233,-80.48191,SUN,SOLAR,9347,0,0.01,0.00,0.0001,71,Rocky,03040105,3040105
NC,Old Wire Farm,61094,Duke Energy Progress East,CPLE,59574368,34.817836,-79.513928,SUN,SOLAR,9767,0,0.01,0.00,0.0002,74,Little Pee Dee,03040204,3040204
NC,Onslow Power Producers,58558,Duke Energy Carolinas,DUK,122195328,34.7975,-77.543056,LFG,BIOMASS,7771,0,1.94,0.00,0.0001,15057,New River,03020302,3020302
NC,Orbit Energy Charlotte,58638,Duke Energy Carolinas,DUK,122195328,35.2625,-80.811667,OBG,BIOMASS,91,0,1.94,0.00,0.0000,176,Lower Catawba,03050103,3050103
NC,Ouchchy PV1,59999,Duke Energy Carolinas,DUK,122195328,36.084097,-79.24481,SUN,SOLAR,5142,0,0.01,0.00,0.0000,39,Haw,03030002,3030002
NC,Owen Solar,58742,Duke Energy Carolinas,DUK,122195328,35.586111,-81.315278,SUN,SOLAR,9154,0,0.01,0.00,0.0001,70,South Fork Catawba,03050102,3050102
NC,Oxford Dam,2729,Duke Energy Carolinas,DUK,122195328,35.8214,-81.1922,WAT,HYDRO,107478,0,359.09,0.00,0.0009,38594388,Upper Catawba,03050101,3050101
NC,Pamlico Partners Solar,58799,Duke Energy Progress East,CPLE,59574368,35.501111,-76.87,SUN,SOLAR,9235,0,0.01,0.00,0.0002,70,Pamlico,03020104,3020104
NC,Pasquotank,59530,"PJM Interconnection, LLC",PJM,814823215,36.264722,-76.306111,SUN,SOLAR,43851,0,0.01,0.00,0.0001,333,Albemarle,03010205,3010205
NC,Pate Farm,58856,Duke Energy Progress East,CPLE,59574368,34.816667,-79.199444,SUN,SOLAR,8587,0,0.01,0.00,0.0001,65,Lumber,03040203,3040203
NC,PCIP Solar,58305,Duke Energy Progress East,CPLE,59574368,36.3125,-78.9675,SUN,SOLAR,1689,0,0.01,0.00,0.0000,13,Upper Neuse,03020201,3020201
NC,PCS Phosphate,50509,Duke Energy Progress East,CPLE,59574368,35.376266,-76.779864,WH,OTHF,233417,0,1.61,0.00,0.0039,375801,Pamlico,03020104,3020104
NC,PCSP3 Airport,58538,Duke Energy Carolinas,DUK,122195328,36.288056,-78.986111,SUN,SOLAR,4051,0,0.01,0.00,0.0000,31,Upper Neuse,03020201,3020201
NC,Pecan PV1,59157,Duke Energy Progress East,CPLE,59574368,34.909167,-79.829444,SUN,SOLAR,9096,0,0.01,0.00,0.0002,69,Lower Pee Dee,03040201,3040201
NC,Pecan Solar,60030,"PJM Interconnection, LLC",PJM,814823215,36.481008,-77.481164,SUN,SOLAR,21297,0,0.01,0.00,0.0000,162,Meheriin,03010204,3010204
NC,"Perkins Solar, LLC",60629,Duke Energy Carolinas,DUK,122195328,36.43741,-78.97198,SUN,SOLAR,3641,0,0.01,0.00,0.0000,28,Lower Dan,03010104,3010104
NC,Phelps 158 Solar Farm,61134,"PJM Interconnection, LLC",PJM,814823215,36.442636,-77.161514,SUN,SOLAR,8104,0,0.01,0.00,0.0000,62,Meheriin,03010204,3010204
NC,Pikeville Farm,61404,Duke Energy Progress East,CPLE,59574368,35.478155,-77.979166,SUN,SOLAR,9837,0,0.01,0.00,0.0002,75,Contentnea,03020203,3020203
NC,Plant Rowan County,7826,Duke Energy Carolinas,DUK,122195328,35.7314,-80.6019,NG,GAS,4693044,2046584,0.70,0.44,0.0384,3284360,South Yadkin,03040102,3040102
NC,Plymouth Solar LLC,58480,"PJM Interconnection, LLC",PJM,814823215,35.875,-76.710556,SUN,SOLAR,9017,0,0.01,0.00,0.0000,69,Lower Roanoke,03010107,3010107
NC,Pollocksville Solar,59917,Duke Energy Progress East,CPLE,59574368,34.998,-77.219,SUN,SOLAR,9181,0,0.01,0.00,0.0002,70,Lower Neuse,03020204,3020204
NC,Porter Solar,59504,Duke Energy Progress East,CPLE,59574368,35.2167,-77.0743,SUN,SOLAR,7698,0,0.01,0.00,0.0001,59,Middle Neuse,03020202,3020202
NC,Princeton,59533,Duke Energy Progress East,CPLE,59574368,35.504444,-78.192222,SUN,SOLAR,8944,0,0.01,0.00,0.0002,68,Upper Neuse,03020201,3020201
NC,Progress Manis I,58529,Duke Energy Progress East,CPLE,59574368,34.756389,-79.447222,SUN,SOLAR,3043,0,0.01,0.00,0.0001,23,Little Pee Dee,03040204,3040204
NC,"Progress Solar 1, LLC",58493,Duke Energy Progress East,CPLE,59574368,35.948056,-78.250833,SUN,SOLAR,6078,0,0.01,0.00,0.0001,46,Upper Tar,03020101,3020101
NC,"Progress Solar II, LLC",58494,Duke Energy Progress East,CPLE,59574368,34.476111,-79.0975,SUN,SOLAR,5748,0,0.01,0.00,0.0001,44,Lumber,03040203,3040203
NC,"Progress Solar III, LLC",58495,Duke Energy Progress East,CPLE,59574368,34.714167,-79.353889,SUN,SOLAR,5896,0,0.01,0.00,0.0001,45,Little Pee Dee,03040204,3040204
NC,Quarter Horse Solar,62095,Duke Energy Progress East,CPLE,59574368,34.437,-77.642,SUN,SOLAR,682,0,0.01,0.00,0.0000,5,Northeast Cape Fear,03030007,3030007
NC,Queens Creek,6438,Duke Energy Carolinas,DUK,122195328,35.27127,-83.676016,WAT,HYDRO,4621,0,2649.69,0.00,0.0000,12244225,Upper Little Tennessee,06010202,6010202
NC,Quincy Solar,59506,Duke Energy Progress East,CPLE,59574368,35.0717,-78.8078,SUN,SOLAR,5364,0,0.01,0.00,0.0001,41,Upper Cape Fear,03030004,3030004
NC,QVC Inc,56966,"PJM Interconnection, LLC",PJM,814823215,35.9222,-77.6731,SUN,SOLAR,3058,0,0.01,0.00,0.0000,23,Upper Tar,03020101,3020101
NC,Raeford Farm,58274,Duke Energy Progress East,CPLE,59574368,34.968889,-79.211944,SUN,SOLAR,8800,0,0.01,0.00,0.0001,67,Upper Cape Fear,03030004,3030004
NC,Railroad Farm,58316,Duke Energy Progress East,CPLE,59574368,34.82,-78.970833,SUN,SOLAR,8501,0,0.01,0.00,0.0001,65,Lumber,03040203,3040203
NC,Railroad Farm 2,61095,Duke Energy Progress East,CPLE,59574368,34.807903,-78.950494,SUN,SOLAR,9419,0,0.01,0.00,0.0002,72,Lumber,03040203,3040203
NC,Rams Horn Solar Center LLC,58810,Duke Energy Progress East,CPLE,59574368,35.64,-77.316111,SUN,SOLAR,8558,0,0.01,0.00,0.0001,65,Lower Tar,03020103,3020103
NC,"Ranchland Solar, LLC",61813,"PJM Interconnection, LLC",PJM,814823215,36.472591,-76.154089,SUN,SOLAR,87539,0,0.01,0.00,0.0001,665,Albemarle,03010205,3010205
NC,"Red Hill Solar Center, LLC",59760,Duke Energy Progress East,CPLE,59574368,36.404382,-78.141105,SUN,SOLAR,8426,0,0.01,0.00,0.0001,64,Fishing,03020102,3020102
NC,"Red Oak Solar Farm, LLC",60929,Duke Energy Carolinas,DUK,122195328,35.993015,-77.933518,SUN,SOLAR,9650,0,0.01,0.00,0.0001,73,Upper Tar,03020101,3020101
NC,"Red Toad 1425 A Powatan Road, LLC",60129,Duke Energy Carolinas,DUK,122195328,35.604208,-78.370875,SUN,SOLAR,3962,0,0.01,0.00,0.0000,30,Upper Neuse,03020201,3020201
NC,"Red Toad 4451 Buffalo Road, LLC",62131,Duke Energy Progress East,CPLE,59574368,35.557397,-78.297336,SUN,SOLAR,396,0,0.01,0.00,0.0000,3,Upper Neuse,03020201,3020201
NC,"Red Toad 5840 Buffalo Road, LLC",62204,Duke Energy Progress East,CPLE,59574368,35.572873,-78.302297,SUN,SOLAR,296,0,0.01,0.00,0.0000,2,Upper Neuse,03020201,3020201
NC,Redmon Solar Farm LLC,59114,Duke Energy Carolinas,DUK,122195328,35.710833,-80.665833,SUN,SOLAR,3986,0,0.01,0.00,0.0000,30,South Yadkin,03040102,3040102
NC,Reventure Park,58865,Duke Energy Carolinas,DUK,122195328,35.294444,-80.998889,LFG,BIOMASS,12590,0,1.94,0.00,0.0001,24394,Upper Catawba,03050101,3050101
NC,Rhodhiss,2730,Duke Energy Carolinas,DUK,122195328,35.774234,-81.437773,WAT,HYDRO,119297,0,292.88,0.00,0.0010,34940101,Upper Catawba,03050101,3050101
NC,Richmond County Plant,7805,Duke Energy Progress East,CPLE,59574368,34.8392,-79.7406,NG,GAS,11895681,5770975,1.22,0.49,0.1997,14532186,Lower Pee Dee,03040201,3040201
NC,"River Road Solar, LLC",60487,"PJM Interconnection, LLC",PJM,814823215,36.351,-76.842,SUN,SOLAR,7833,0,0.01,0.00,0.0000,60,Chowan,03010203,3010203
NC,Roanoke Rapids,2758,"PJM Interconnection, LLC",PJM,814823215,36.4789,-77.6722,WAT,HYDRO,376005,0,0.00,0.00,0.0005,0,Lower Roanoke,03010107,3010107
NC,Robeson County LFG to Energy,59763,Duke Energy Progress East,CPLE,59574368,34.791,-78.9088,LFG,BIOMASS,3260,0,1.94,0.00,0.0001,6316,Lumber,03040203,3040203
NC,Rock Farm,58347,Duke Energy Progress East,CPLE,59574368,34.965556,-79.609722,SUN,SOLAR,8849,0,0.01,0.00,0.0001,67,Little Pee Dee,03040204,3040204
NC,Rockingham County Combustion Turbine,55116,Duke Energy Carolinas,DUK,122195328,36.3297,-79.8297,NG,GAS,2325235,1477844,0.80,0.64,0.0190,1853273,Upper Dan,03010103,3010103
NC,"Rockingham Solar, LLC",60106,Duke Energy Carolinas,DUK,122195328,34.980661,-79.603732,SUN,SOLAR,9384,0,0.01,0.00,0.0001,71,Little Pee Dee,03040204,3040204
NC,Rockwell Solar LLC,58668,Duke Energy Carolinas,DUK,122195328,35.541667,-80.474722,SUN,SOLAR,5751,0,0.01,0.00,0.0000,44,Lower Yadkin,03040103,3040103
NC,"Roper Farm, LLC",60761,Duke Energy Carolinas,DUK,122195328,35.187475,-81.440717,SUN,SOLAR,9480,0,0.01,0.00,0.0001,72,Upper Broad,03050105,3050105
NC,Rose Hill,59375,Duke Energy Progress East,CPLE,59574368,34.823889,-77.969722,SUN,SOLAR,3461,0,0.01,0.00,0.0001,26,Northeast Cape Fear,03030007,3030007
NC,Rosemary Power Station,50555,"PJM Interconnection, LLC",PJM,814823215,36.4517,-77.6594,DFO,OIL,28278,22970,2.06,0.81,0.0000,58326,Lower Roanoke,03010107,3010107
NC,Rosewood Solar,61520,Duke Energy Progress East,CPLE,59574368,35.4375,-78.10709,SUN,SOLAR,3889,0,0.01,0.00,0.0001,30,Upper Neuse,03020201,3020201
NC,Roxboro,2712,Duke Energy Progress East,CPLE,59574368,36.4833,-79.0731,BIT,COAL,5927876,6491936,3.94,1.10,0.0995,23350640,Lower Dan,03010104,3010104
NC,Roxboro Farm,58340,Duke Energy Progress East,CPLE,59574368,36.4797,-78.917364,SUN,SOLAR,7970,0,0.01,0.00,0.0001,61,Lower Dan,03010104,3010104
NC,"Roxboro Solar Farm, LLC",61288,Duke Energy Progress East,CPLE,59574368,36.326821,-78.622242,SUN,SOLAR,8771,0,0.01,0.00,0.0001,67,Upper Tar,03020101,3020101
NC,Royal Solar,59831,Duke Energy Progress East,CPLE,59574368,35.216,-78.689,SUN,SOLAR,8904,0,0.01,0.00,0.0001,68,Upper Cape Fear,03030004,3030004
NC,Ruskin Solar,60922,Duke Energy Progress East,CPLE,59574368,35.274,-78.022,SUN,SOLAR,3932,0,0.01,0.00,0.0001,30,Upper Neuse,03020201,3020201
NC,Rutherford Farm,59589,Duke Energy Carolinas,DUK,122195328,35.257778,-81.830556,SUN,SOLAR,131764,0,0.01,0.00,0.0011,1001,Upper Broad,03050105,3050105
NC,Sadiebrook NC Solar,62102,Duke Energy Progress East,CPLE,59574368,34.44,-78.658,SUN,SOLAR,3703,0,0.01,0.00,0.0001,28,Waccamaw,03040206,3040206
NC,Salem Energy Systems LLC,54984,Duke Energy Carolinas,DUK,122195328,36.191241,-80.183458,LFG,BIOMASS,30132,0,1.94,0.00,0.0002,58382,Upper Dan,03010103,3010103
NC,Salisbury Solar,61128,Duke Energy Carolinas,DUK,122195328,35.632585,-80.422626,SUN,SOLAR,2578,0,0.01,0.00,0.0000,20,Lower Yadkin,03040103,3040103
NC,"Samarcand Solar Farm, LLC",58805,Duke Energy Carolinas,DUK,122195328,35.311667,-79.695,SUN,SOLAR,8485,0,0.01,0.00,0.0001,64,Deep,03030003,3030003
NC,Sampson County Disposal,57492,Duke Energy Progress East,CPLE,59574368,34.9856,-78.4625,LFG,BIOMASS,62655,0,1.94,0.00,0.0011,121397,Black,03030006,3030006
NC,Sampson Solar,61096,Duke Energy Progress East,CPLE,59574368,34.961039,-78.470536,SUN,SOLAR,3686,0,0.01,0.00,0.0001,28,Black,03030006,3030006
NC,"Sandy Cross Solar, LLC",58491,Duke Energy Progress East,CPLE,59574368,35.868333,-77.954167,SUN,SOLAR,1852,0,0.01,0.00,0.0000,14,Upper Tar,03020101,3020101
NC,Sandy Solar,62692,"PJM Interconnection, LLC",PJM,814823215,36.33,-76.058,SUN,SOLAR,8534,0,0.01,0.00,0.0000,65,Albemarle,03010205,3010205
NC,Santeetlah,54898,Tennessee Valley Authority,TVA,169996779,35.4475,-83.863889,WAT,HYDRO,142814,0,144.69,0.00,0.0008,20664242,Lower Little Tennessee,06010204,6010204
NC,Sarah Solar,59500,Duke Energy Progress East,CPLE,59574368,36.139444,-78.146944,SUN,SOLAR,8538,0,0.01,0.00,0.0001,65,Upper Tar,03020101,3020101
NC,SAS Solar Farm,56915,Duke Energy Progress East,CPLE,59574368,35.8136,-78.7503,SUN,SOLAR,2540,0,0.01,0.00,0.0000,19,Upper Neuse,03020201,3020201
NC,Scarlet Solar,60921,Duke Energy Progress East,CPLE,59574368,35.287803,-77.795061,SUN,SOLAR,3968,0,0.01,0.00,0.0001,30,Middle Neuse,03020202,3020202
NC,Schell Solar Farm,59591,"PJM Interconnection, LLC",PJM,814823215,36.435556,-77.566389,SUN,SOLAR,8698,0,0.01,0.00,0.0000,66,Lower Roanoke,03010107,3010107
NC,Seaboard Solar LLC,59643,"PJM Interconnection, LLC",PJM,814823215,36.476944,-77.467778,SUN,SOLAR,8545,0,0.01,0.00,0.0000,65,Meheriin,03010204,3010204
NC,Sedberry Farm,59592,Duke Energy Progress East,CPLE,59574368,35.243889,-79.321667,SUN,SOLAR,8892,0,0.01,0.00,0.0001,68,Upper Cape Fear,03030004,3030004
NC,Selma Solar LLC,58669,Duke Energy Carolinas,DUK,122195328,35.576389,-78.183333,SUN,SOLAR,8951,0,0.01,0.00,0.0001,68,Upper Neuse,03020201,3020201
NC,Shankle Solar Center LLC,58956,Duke Energy Progress East,CPLE,59574368,34.943889,-79.195833,SUN,SOLAR,8517,0,0.01,0.00,0.0001,65,Lumber,03040203,3040203
NC,Shannon Farm,58323,Duke Energy Progress East,CPLE,59574368,34.8475,-79.128889,SUN,SOLAR,8513,0,0.01,0.00,0.0001,65,Lumber,03040203,3040203
NC,Shawboro PV1,59155,"PJM Interconnection, LLC",PJM,814823215,36.433333,-76.087222,SUN,SOLAR,37945,0,0.01,0.00,0.0000,288,Albemarle,03010205,3010205
NC,"Shelby Randolph Road Solar 1, LLC",60101,Duke Energy Carolinas,DUK,122195328,35.309229,-81.588436,SUN,SOLAR,3479,0,0.01,0.00,0.0000,26,Upper Broad,03050105,3050105
NC,Shelby Solar Energy Generation Facility,57200,Duke Energy Carolinas,DUK,122195328,35.2536,-81.5956,SUN,SOLAR,1691,0,0.01,0.00,0.0000,13,Upper Broad,03050105,3050105
NC,Shelter Solar,60156,Duke Energy Carolinas,DUK,122195328,34.983772,-79.268026,SUN,SOLAR,30,0,0.01,0.00,0.0000,0,Lumber,03040203,3040203
NC,"Shoe Creek Solar, LLC",60380,Duke Energy Carolinas,DUK,122195328,34.84492,-79.38472,SUN,SOLAR,119437,0,0.01,0.00,0.0010,908,Little Pee Dee,03040204,3040204
NC,"SID Solar I, LLC",60108,Duke Energy Carolinas,DUK,122195328,35.258647,-81.505606,SUN,SOLAR,8446,0,0.01,0.00,0.0001,64,Upper Broad,03050105,3050105
NC,Sigmon Catawba Farm,58861,Duke Energy Carolinas,DUK,122195328,35.612222,-81.243333,SUN,SOLAR,8025,0,0.01,0.00,0.0001,61,South Fork Catawba,03050102,3050102
NC,"Siler 421 Farm, LLC",61019,Duke Energy Progress East,CPLE,59574368,35.747372,-79.449675,SUN,SOLAR,9699,0,0.01,0.00,0.0002,74,Deep,03030003,3030003
NC,Simons Farm,59149,"PJM Interconnection, LLC",PJM,814823215,36.306389,-76.997222,SUN,SOLAR,9463,0,0.01,0.00,0.0000,72,Chowan,03010203,3010203
NC,Smithfield,59955,Duke Energy Progress East,CPLE,59574368,35.48835,-78.319751,SUN,SOLAR,3337,0,0.01,0.00,0.0001,25,Upper Neuse,03020201,3020201
NC,Smithfield Farmland Corp Bladen,54823,Duke Energy Progress East,CPLE,59574368,34.74625,-78.807292,DFO,OIL,356,308,2.06,0.87,0.0000,734,Lumber,03040203,3040203
NC,Smithfield Packaged Meats Corp.,56035,Duke Energy Progress East,CPLE,59574368,35.694344,-77.91919,DFO,OIL,318,211,2.06,0.66,0.0000,656,Contentnea,03020203,3020203
NC,Smithfield Packaged Meats Corp.,58575,Duke Energy Progress East,CPLE,59574368,35.268333,-77.659167,DFO,OIL,1269,692,2.06,0.54,0.0000,2617,Middle Neuse,03020202,3020202
NC,"Snow Camp Solar, LLC",60367,Duke Energy Progress East,CPLE,59574368,35.86267,-79.42346,SUN,SOLAR,10837,0,0.01,0.00,0.0002,82,Haw,03030002,3030002
NC,Snow Hill Solar 2 LLC,59106,Duke Energy Progress East,CPLE,59574368,35.444167,-77.649444,SUN,SOLAR,3599,0,0.01,0.00,0.0001,27,Contentnea,03020203,3020203
NC,"SoINCPower5, LLC",59857,"PJM Interconnection, LLC",PJM,814823215,36.052801,-77.762458,SUN,SOLAR,9919,0,0.01,0.00,0.0000,75,Upper Tar,03020101,3020101
NC,"SoINCPower6, LLC",59856,"PJM Interconnection, LLC",PJM,814823215,36.443,-76.581,SUN,SOLAR,10736,0,0.01,0.00,0.0000,82,Chowan,03010203,3010203
NC,Solar Star North Carolina II LLC,57435,"PJM Interconnection, LLC",PJM,814823215,36.425,-77.064,SUN,SOLAR,9346,0,0.01,0.00,0.0000,71,Meheriin,03010204,3010204
NC,Soluga Farms 1,59191,Duke Energy Progress East,CPLE,59574368,35.243056,-78.386944,SUN,SOLAR,8825,0,0.01,0.00,0.0001,67,Black,03030006,3030006
NC,Soluga Farms 2 LLC,59192,Duke Energy Progress East,CPLE,59574368,34.5,-78.689167,SUN,SOLAR,8613,0,0.01,0.00,0.0001,65,Waccamaw,03040206,3040206
NC,Soluga Farms III,60580,Duke Energy Progress East,CPLE,59574368,35.219272,-78.673331,SUN,SOLAR,9425,0,0.01,0.00,0.0002,72,Upper Cape Fear,03030004,3030004
NC,Soluga Farms IV,59934,Southeastern Power Administration,SEPA,1638109,35.21871,-78.669479,SUN,SOLAR,1792,0,0.01,0.00,0.0011,14,Upper Cape Fear,03030004,3030004
NC,Sonne One,58782,Duke Energy Carolinas,DUK,122195328,35.437222,-77.833611,SUN,SOLAR,8830,0,0.01,0.00,0.0001,67,Middle Neuse,03020202,3020202
NC,Sonne Two,58829,Duke Energy Carolinas,DUK,122195328,35.656667,-81.183611,SUN,SOLAR,9774,0,0.01,0.00,0.0001,74,South Fork Catawba,03050102,3050102
NC,Sophie Solar,58745,Duke Energy Carolinas,DUK,122195328,35.305,-81.696944,SUN,SOLAR,7620,0,0.01,0.00,0.0001,58,Upper Broad,03050105,3050105
NC,Soul City Solar,59606,Duke Energy Progress East,CPLE,59574368,36.25,-78.25,SUN,SOLAR,5295,0,0.01,0.00,0.0001,40,Upper Tar,03020101,3020101
NC,South Atlantic Services Solar Farm I,60798,Duke Energy Carolinas,DUK,122195328,34.290189,-77.975668,SUN,SOLAR,2859,0,0.01,0.00,0.0000,22,Lower Cape Fear,03030005,3030005
NC,South Louisburg Solar,59825,Duke Energy Progress East,CPLE,59574368,36.057,-78.308,SUN,SOLAR,9816,0,0.01,0.00,0.0002,75,Upper Tar,03020101,3020101
NC,South Robeson Farm,58273,Duke Energy Progress East,CPLE,59574368,34.561146,-79.28097,SUN,SOLAR,8544,0,0.01,0.00,0.0001,65,Lumber,03040203,3040203
NC,"South Winston Farm, LLC",60409,Duke Energy Carolinas,DUK,122195328,36.0288,-80.302,SUN,SOLAR,8939,0,0.01,0.00,0.0001,68,Upper Yadkin,03040101,3040101
NC,Southerland Farm Solar,60553,Duke Energy Progress East,CPLE,59574368,36.265611,-78.367806,SUN,SOLAR,7551,0,0.01,0.00,0.0001,57,Upper Tar,03020101,3020101
NC,"Spencer Farm, LLC",61220,Duke Energy Carolinas,DUK,122195328,35.712886,-80.407853,SUN,SOLAR,8929,0,0.01,0.00,0.0001,68,Lower Yadkin,03040103,3040103
NC,Spicewood Solar Farm LLC,59109,Duke Energy Progress East,CPLE,59574368,35.3025,-79.701667,SUN,SOLAR,8416,0,0.01,0.00,0.0001,64,Deep,03030003,3030003
NC,"Spring Valley Farm 2, LLC",59593,Duke Energy Progress East,CPLE,59574368,36.371111,-78.415278,SUN,SOLAR,9114,0,0.01,0.00,0.0002,69,Middle Roanoke,03010102,3010102
NC,"St. Pauls Solar 1, LLC",60396,Duke Energy Carolinas,DUK,122195328,34.7716,-78.9836,SUN,SOLAR,9319,0,0.01,0.00,0.0001,71,Lumber,03040203,3040203
NC,St. Pauls Solar 2,61156,Duke Energy Carolinas,DUK,122195328,34.7691,-78.981,SUN,SOLAR,9322,0,0.01,0.00,0.0001,71,Lumber,03040203,3040203
NC,Stagecoach Solar,59604,Duke Energy Carolinas,DUK,122195328,36.414722,-78.459722,SUN,SOLAR,7852,0,0.01,0.00,0.0001,60,Middle Roanoke,03010102,3010102
NC,Stainback Solar Farm,60257,Duke Energy Carolinas,DUK,122195328,36.395286,-78.328294,SUN,SOLAR,9213,0,0.01,0.00,0.0001,70,Fishing,03020102,3020102
NC,Star Solar,58746,Duke Energy Carolinas,DUK,122195328,36.08,-78.823889,SUN,SOLAR,9303,0,0.01,0.00,0.0001,71,Upper Neuse,03020201,3020201
NC,Statesville Solar,61535,Duke Energy Carolinas,DUK,122195328,35.739704,-80.712405,SUN,SOLAR,8891,0,0.01,0.00,0.0001,68,South Yadkin,03040102,3040102
NC,Stikeleather Farm,59595,Duke Energy Carolinas,DUK,122195328,35.902222,-81.106111,SUN,SOLAR,9007,0,0.01,0.00,0.0001,68,South Yadkin,03040102,3040102
NC,Stone Solar,61085,Duke Energy Progress East,CPLE,59574368,34.583119,-79.031836,SUN,SOLAR,9578,0,0.01,0.00,0.0002,73,Lumber,03040203,3040203
NC,Stout Farm,59581,Duke Energy Carolinas,DUK,122195328,36.079167,-79.199722,SUN,SOLAR,8526,0,0.01,0.00,0.0001,65,Upper Neuse,03020201,3020201
NC,Sugar Run Solar,60189,"PJM Interconnection, LLC",PJM,814823215,36.437752,-76.597825,SUN,SOLAR,9743,0,0.01,0.00,0.0000,74,Chowan,03010203,3010203
NC,Summit Farms Solar,60611,"PJM Interconnection, LLC",PJM,814823215,36.4765,-76.136,SUN,SOLAR,114754,0,0.01,0.00,0.0001,872,Albemarle,03010205,3010205
NC,Sun Devil Solar,59505,Duke Energy Progress East,CPLE,59574368,36.432,-77.9703,SUN,SOLAR,8422,0,0.01,0.00,0.0001,64,Roanoke Rapids,03010106,3010106
NC,"Sun Farm V, LLC",61287,"PJM Interconnection, LLC",PJM,814823215,36.160629,-76.489357,SUN,SOLAR,143,0,0.01,0.00,0.0000,1,Albemarle,03010205,3010205
NC,"Sun Farm VI, LLC",61842,"PJM Interconnection, LLC",PJM,814823215,36.114444,-76.507778,SUN,SOLAR,511,0,0.01,0.00,0.0000,4,Albemarle,03010205,3010205
NC,SunEdison LV Sutton Plant Site,56938,Duke Energy Progress East,CPLE,59574368,34.2867,-77.9814,SUN,SOLAR,936,0,0.01,0.00,0.0000,7,Lower Cape Fear,03030005,3030005
NC,"SunEnergy1-Scotland Neck, LLC",59898,"PJM Interconnection, LLC",PJM,814823215,36.124961,-77.409085,SUN,SOLAR,5490,0,0.01,0.00,0.0000,42,Fishing,03020102,3020102
NC,Sunfish Farm,58864,Duke Energy Progress East,CPLE,59574368,35.558056,-78.735833,SUN,SOLAR,8574,0,0.01,0.00,0.0001,65,Upper Neuse,03020201,3020201
NC,Sunflower Solar,60638,"PJM Interconnection, LLC",PJM,814823215,36.395,-77.593,SUN,SOLAR,27554,0,0.01,0.00,0.0000,209,Lower Roanoke,03010107,3010107
NC,Sweetgum Solar,59824,Duke Energy Progress East,CPLE,59574368,35.458333,-79.181111,SUN,SOLAR,9261,0,0.01,0.00,0.0002,70,Deep,03030003,3030003
NC,Tarboro Solar,59648,"PJM Interconnection, LLC",PJM,814823215,35.858056,-77.499167,SUN,SOLAR,9623,0,0.01,0.00,0.0000,73,Lower Tar,03020103,3020103
NC,Tart Farm,59583,Duke Energy Progress East,CPLE,59574368,35.204444,-78.681111,SUN,SOLAR,8887,0,0.01,0.00,0.0001,68,Upper Cape Fear,03030004,3030004
NC,Taylorsville Solar LLC,57402,Duke Energy Carolinas,DUK,122195328,35.909074,-81.152498,SUN,SOLAR,1598,0,0.01,0.00,0.0000,12,Upper Catawba,03050101,3050101
NC,Tennessee Creek,2749,Duke Energy Carolinas,DUK,122195328,35.2139,-83.0028,WAT,HYDRO,48111,0,5.86,0.00,0.0004,282148,Tuckasegee,06010203,6010203
NC,Thornton PV1,59152,Duke Energy Carolinas,DUK,122195328,35.395833,-77.661667,SUN,SOLAR,8362,0,0.01,0.00,0.0001,64,Contentnea,03020203,3020203
NC,Thorpe,2750,Duke Energy Carolinas,DUK,122195328,35.233988,-83.125398,WAT,HYDRO,96019,0,103.38,0.00,0.0008,9926324,Tuckasegee,06010203,6010203
NC,Tiburon Holdings,59217,Duke Energy Carolinas,DUK,122195328,35.903333,-80.416944,SUN,SOLAR,9174,0,0.01,0.00,0.0001,70,Upper Yadkin,03040101,3040101
NC,Tillery,2714,Duke Energy Progress East,CPLE,59574368,35.206741,-80.06483,WAT,HYDRO,238608,0,249.63,0.00,0.0040,59564847,Upper Pee Dee,03040104,3040104
